system:index,id,latitude,longitude,longwave_radiation,pressure,shortwave_radiation,specific_humidity,temperature,time_convert,time,total_precipitation,wind_u,wind_v,windspeed,.geo
5197,A20220505_1300,44.20721803,-122.1194501,348.06,91098.74,0.048,0.0072243,9.52,5/5/22 13:00,1.65E+12,0,1.68,3.75,4.109123994,"{""type"":""MultiPoint"",""coordinates"":[]}"
5198,A20220505_1400,44.20721803,-122.1194501,348.09,91093.34,57.095,0.0069594,9,5/5/22 14:00,1.65E+12,0.5464,1.44,4.82,5.030506933,"{""type"":""MultiPoint"",""coordinates"":[]}"
5199,A20220505_1500,44.20721803,-122.1194501,345.55,91088.28,123.476,0.0066939,8.49,5/5/22 15:00,1.65E+12,2.3096,1.2,5.9,6.020797289,"{""type"":""MultiPoint"",""coordinates"":[]}"
5200,A20220505_1600,44.20721803,-122.1194501,345.53,91012.18,205.645,0.0068175,8.76,5/5/22 16:00,1.65E+12,2.744,2.27,6.5,6.884976398,"{""type"":""MultiPoint"",""coordinates"":[]}"
5201,A20220505_1700,44.20721803,-122.1194501,345.52,90935.98,289.66,0.0069414,9.040039063,5/5/22 17:00,1.65E+12,2.4192,3.34,7.11,7.855424877,"{""type"":""MultiPoint"",""coordinates"":[]}"
5202,A20220505_1800,44.20721803,-122.1194501,348.63,90859.68,245.21,0.0070649,9.32,5/5/22 18:00,1.65E+12,2.3256,4.41,7.71,8.882128123,"{""type"":""MultiPoint"",""coordinates"":[]}"
5203,A20220505_1900,44.20721803,-122.1194501,348.64,90895.56,274.578,0.007076,9.2,5/5/22 19:00,1.65E+12,1.4776,5.24,7.65,9.272545497,"{""type"":""MultiPoint"",""coordinates"":[]}"
5204,A20220505_2000,44.20721803,-122.1194501,348.64,90931.98,281.624,0.0070877,9.08,5/5/22 20:00,1.65E+12,2.3392,6.08,7.59,9.724942159,"{""type"":""MultiPoint"",""coordinates"":[]}"
5205,A20220505_2100,44.20721803,-122.1194501,343.39,90967.76,428.091,0.007099,8.96,5/5/22 21:00,1.65E+12,2.5744,6.91,7.53,10.22002935,"{""type"":""MultiPoint"",""coordinates"":[]}"
5206,A20220505_2200,44.20721803,-122.1194501,343.37,91008.06,390.027,0.0070691,9.31,5/5/22 22:00,1.65E+12,2.7064,6.43,7.59,9.947512252,"{""type"":""MultiPoint"",""coordinates"":[]}"
5207,A20220505_2300,44.20721803,-122.1194501,343.36,91047.72,319.113,0.007039,9.66,5/5/22 23:00,1.65E+12,2.664,5.96,7.66,9.7055242,"{""type"":""MultiPoint"",""coordinates"":[]}"
5208,A20220506_0000,44.20721803,-122.1194501,317.19,91087.38,283.328,0.0070092,10.01,5/6/22 0:00,1.65E+12,0.9264,5.49,7.72,9.473040695,"{""type"":""MultiPoint"",""coordinates"":[]}"
5209,A20220506_0100,44.20721803,-122.1194501,317.24,91157.86,190.592,0.0067337,9.090039063,5/6/22 1:00,1.65E+12,1.07,4.9,6.26,7.949691818,"{""type"":""MultiPoint"",""coordinates"":[]}"
5210,A20220506_0200,44.20721803,-122.1194501,317.28,91228.04,103.204,0.0064578,8.160039063,5/6/22 2:00,1.65E+12,1.6968,4.31,4.79,6.443616997,"{""type"":""MultiPoint"",""coordinates"":[]}"
5211,A20220506_0300,44.20721803,-122.1194501,329.99,91298.12,7.465,0.0061816,7.23,5/6/22 3:00,1.65E+12,1.8532,3.72,3.33,4.992724707,"{""type"":""MultiPoint"",""coordinates"":[]}"
5212,A20220506_0400,44.20721803,-122.1194501,330,91306.16,0,0.006172,6.95,5/6/22 4:00,1.65E+12,2.5736,2.95,3.92,4.906006523,"{""type"":""MultiPoint"",""coordinates"":[]}"
5213,A20220506_0500,44.20721803,-122.1194501,330.01,91313.66,0,0.006162,6.67,5/6/22 5:00,1.65E+12,2.5808,2.18,4.51,5.00924146,"{""type"":""MultiPoint"",""coordinates"":[]}"
5214,A20220506_0600,44.20721803,-122.1194501,332.79,91321.06,0,0.0061523,6.4,5/6/22 6:00,1.65E+12,3.1336,1.4,5.09,5.279024531,"{""type"":""MultiPoint"",""coordinates"":[]}"
5215,A20220506_0700,44.20721803,-122.1194501,332.81,91302.96,0,0.0060679,6.07,5/6/22 7:00,1.65E+12,2.3336,0.57,4.56,4.595486917,"{""type"":""MultiPoint"",""coordinates"":[]}"
5216,A20220506_0800,44.20721803,-122.1194501,332.82,91284.22,0,0.0059839,5.75,5/6/22 8:00,1.65E+12,1.942,-0.26,4.02,4.028399186,"{""type"":""MultiPoint"",""coordinates"":[]}"
5217,A20220506_0900,44.20721803,-122.1194501,341.35,91266.12,0,0.0058996,5.430039063,5/6/22 9:00,1.65E+12,1.5712,-1.09,3.49,3.656254915,"{""type"":""MultiPoint"",""coordinates"":[]}"
5218,A20220506_1000,44.20721803,-122.1194501,341.31,91258.1,0,0.0061363,6.070039063,5/6/22 10:00,1.65E+12,1.0816,-0.22,4.25,4.255690308,"{""type"":""MultiPoint"",""coordinates"":[]}"
5219,A20220506_1100,44.20721803,-122.1194501,341.28,91250.08,0,0.0063727,6.72,5/6/22 11:00,1.65E+12,1.7764,0.65,5.01,5.051989707,"{""type"":""MultiPoint"",""coordinates"":[]}"
5220,A20220506_1200,44.20721803,-122.1194501,341.69,91242.06,0,0.0066085,7.37,5/6/22 12:00,1.65E+12,0.2832,1.51,5.77,5.964310522,"{""type"":""MultiPoint"",""coordinates"":[]}"
5221,A20220506_1300,44.20721803,-122.1194501,341.66,91198.7,1.408,0.0068495,7.95,5/6/22 13:00,1.65E+12,0.7588,1.37,6.11,6.261709032,"{""type"":""MultiPoint"",""coordinates"":[]}"
5222,A20220506_1400,44.20721803,-122.1194501,341.63,91155.78,63.706,0.0070901,8.54,5/6/22 14:00,1.65E+12,1.1904,1.24,6.45,6.568112362,"{""type"":""MultiPoint"",""coordinates"":[]}"
5223,A20220506_1500,44.20721803,-122.1194501,345.95,91112.86,107.527,0.0073307,9.12,5/6/22 15:00,1.65E+12,0.7916,1.1,6.8,6.88839604,"{""type"":""MultiPoint"",""coordinates"":[]}"
5224,A20220506_1600,44.20721803,-122.1194501,345.93,91062.28,178.494,0.0073846,9.64,5/6/22 16:00,1.65E+12,0,2.27,7.38,7.721223996,"{""type"":""MultiPoint"",""coordinates"":[]}"
5225,A20220506_1700,44.20721803,-122.1194501,345.9,91012.34,250.97,0.0074384,10.16,5/6/22 17:00,1.65E+12,0.0848,3.44,7.96,8.671516592,"{""type"":""MultiPoint"",""coordinates"":[]}"
5226,A20220506_1800,44.20721803,-122.1194501,347.27,90961.76,422.129,0.0074924,10.67,5/6/22 18:00,1.65E+12,1.4264,4.62,8.55,9.718379495,"{""type"":""MultiPoint"",""coordinates"":[]}"
5227,A20220506_1900,44.20721803,-122.1194501,347.26,90968.44,472.49,0.00725,11.02,5/6/22 19:00,1.65E+12,2.762,5.26,7.8,9.407847788,"{""type"":""MultiPoint"",""coordinates"":[]}"
5228,A20220506_2000,44.20721803,-122.1194501,347.25,90975.02,484.544,0.0070076,11.37,5/6/22 20:00,1.65E+12,2.0492,5.9,7.05,9.193068041,"{""type"":""MultiPoint"",""coordinates"":[]}"
5229,A20220506_2100,44.20721803,-122.1194501,337.34,90981.7,608.742,0.0067653,11.72,5/6/22 21:00,1.65E+12,1.1992,6.54,6.3,9.080836966,"{""type"":""MultiPoint"",""coordinates"":[]}"
5230,A20220506_2200,44.20721803,-122.1194501,337.35,90919.68,554.751,0.0066696,11.69003906,5/6/22 22:00,1.65E+12,0.5856,6.71,5.85,8.902055942,"{""type"":""MultiPoint"",""coordinates"":[]}"
5231,A20220506_2300,44.20721803,-122.1194501,337.35,90857.12,454.154,0.0065736,11.65,5/6/22 23:00,1.65E+12,2.7844,6.87,5.39,8.732067338,"{""type"":""MultiPoint"",""coordinates"":[]}"
5232,A20220507_0000,44.20721803,-122.1194501,332.15,90794.46,313.008,0.0064779,11.62,5/7/22 0:00,1.65E+12,1.8136,7.04,4.94,8.60030232,"{""type"":""MultiPoint"",""coordinates"":[]}"
5233,A20220507_0100,44.20721803,-122.1194501,332.18,90815.58,211.096,0.0063315,10.82,5/7/22 1:00,1.65E+12,2.53,6.97,5.05,8.607171429,"{""type"":""MultiPoint"",""coordinates"":[]}"
5234,A20220507_0200,44.20721803,-122.1194501,332.22,90835.86,115.132,0.0061848,10.01003906,5/7/22 2:00,1.65E+12,0.9392,6.9,5.16,8.616008357,"{""type"":""MultiPoint"",""coordinates"":[]}"
5235,A20220507_0300,44.20721803,-122.1194501,315.87,90856.58,14.118,0.0060379,9.21,5/7/22 3:00,1.65E+12,2.4448,6.84,5.27,8.6347264,"{""type"":""MultiPoint"",""coordinates"":[]}"
5236,A20220507_0400,44.20721803,-122.1194501,315.92,90842.22,0,0.0057987,8.160039063,5/7/22 4:00,1.65E+12,2.0144,7.12,5.8,9.183376285,"{""type"":""MultiPoint"",""coordinates"":[]}"
5237,A20220507_0500,44.20721803,-122.1194501,315.96,90828.4,0,0.005559,7.12,5/7/22 5:00,1.65E+12,0.9904,7.4,6.33,9.738013144,"{""type"":""MultiPoint"",""coordinates"":[]}"
5238,A20220507_0600,44.20721803,-122.1194501,319,90813.94,0,0.0053191,6.08,5/7/22 6:00,1.65E+12,0.875,7.68,6.87,10.30433404,"{""type"":""MultiPoint"",""coordinates"":[]}"
5239,A20220507_0700,44.20721803,-122.1194501,319.01,90849.2,0,0.0053215,5.69,5/7/22 7:00,1.65E+12,1.2764,7.83,6.93,10.45628041,"{""type"":""MultiPoint"",""coordinates"":[]}"
5240,A20220507_0800,44.20721803,-122.1194501,319.03,90883.82,0,0.0053238,5.300039063,5/7/22 8:00,1.65E+12,2.9448,7.98,7,10.61510245,"{""type"":""MultiPoint"",""coordinates"":[]}"
5241,A20220507_0900,44.20721803,-122.1194501,307.47,90919.08,0,0.0053262,4.91,5/7/22 9:00,1.65E+12,0.7728,8.13,7.07,10.77412641,"{""type"":""MultiPoint"",""coordinates"":[]}"
5242,A20220507_1000,44.20721803,-122.1194501,307.47,90970.34,0,0.0053402,4.89,5/7/22 10:00,1.65E+12,1.032,8.03,6.03,10.04200179,"{""type"":""MultiPoint"",""coordinates"":[]}"
5243,A20220507_1100,44.20721803,-122.1194501,307.47,91021.6,0,0.0053545,4.88,5/7/22 11:00,1.65E+12,1.4448,7.93,4.99,9.369364973,"{""type"":""MultiPoint"",""coordinates"":[]}"
5244,A20220507_1200,44.20721803,-122.1194501,326.06,91072.86,0,0.0053683,4.87,5/7/22 12:00,1.65E+12,0.4928,7.83,3.94,8.765414993,"{""type"":""MultiPoint"",""coordinates"":[]}"
5245,A20220507_1300,44.20721803,-122.1194501,326.04,91154.86,3.568,0.0053954,5.18,5/7/22 13:00,1.65E+12,0.775,7.99,3.22,8.614435559,"{""type"":""MultiPoint"",""coordinates"":[]}"
5246,A20220507_1400,44.20721803,-122.1194501,326.03,91236.76,84.251,0.0054225,5.49,5/7/22 14:00,1.65E+12,3.3818,8.15,2.51,8.527754687,"{""type"":""MultiPoint"",""coordinates"":[]}"
5247,A20220507_1500,44.20721803,-122.1194501,318.15,91318.66,152.9470039,0.0054498,5.800039063,5/7/22 15:00,1.65E+12,1.8929,8.31,1.79,8.500599979,"{""type"":""MultiPoint"",""coordinates"":[]}"
5248,A20220507_1600,44.20721803,-122.1194501,318.14,91395.68,253.012,0.0053264,5.95,5/7/22 16:00,1.65E+12,2.3184,8.07,1.87,8.283827618,"{""type"":""MultiPoint"",""coordinates"":[]}"
5249,A20220507_1700,44.20721803,-122.1194501,318.14,91472.6,355.182,0.0052031,6.1,5/7/22 17:00,1.65E+12,0.3214,7.84,1.95,8.078867495,"{""type"":""MultiPoint"",""coordinates"":[]}"
5250,A20220507_1800,44.20721803,-122.1194501,307.57,91549.52,573.307,0.0050799,6.25,5/7/22 18:00,1.65E+12,0.0768,7.6,2.03,7.866441381,"{""type"":""MultiPoint"",""coordinates"":[]}"
5251,A20220507_1900,44.20721803,-122.1194501,307.56,91568.04,641.377,0.0049666,6.59,5/7/22 19:00,1.65E+12,0.7126,7.9,2.62,8.323124413,"{""type"":""MultiPoint"",""coordinates"":[]}"
5252,A20220507_2000,44.20721803,-122.1194501,307.55,91587.2,657.606,0.0048535,6.93,5/7/22 20:00,1.65E+12,0.6996,8.21,3.21,8.815225465,"{""type"":""MultiPoint"",""coordinates"":[]}"
5253,A20220507_2100,44.20721803,-122.1194501,289.05,91606.36,762.903,0.0047403,7.27,5/7/22 21:00,1.65E+12,0.002,8.51,3.8,9.319876609,"{""type"":""MultiPoint"",""coordinates"":[]}"
5254,A20220507_2200,44.20721803,-122.1194501,289.06,91589.12,695.407,0.0046276,7,5/7/22 22:00,1.65E+12,0.7996,8.38,3.54,9.097032483,"{""type"":""MultiPoint"",""coordinates"":[]}"
5255,A20220507_2300,44.20721803,-122.1194501,289.07,91571.88,569.663,0.0045145,6.73,5/7/22 23:00,1.65E+12,0.5816,8.24,3.28,8.868821793,"{""type"":""MultiPoint"",""coordinates"":[]}"
5256,A20220508_0000,44.20721803,-122.1194501,269.82,91554.74,454.512,0.0044013,6.460039063,5/8/22 0:00,1.65E+12,0.152,8.11,3.02,8.654045297,"{""type"":""MultiPoint"",""coordinates"":[]}"
5257,A20220508_0100,44.20721803,-122.1194501,269.86,91551.98,307.288,0.0043195,5.55,5/8/22 1:00,1.65E+12,0.2852,7.56,2.88,8.08999382,"{""type"":""MultiPoint"",""coordinates"":[]}"
5258,A20220508_0200,44.20721803,-122.1194501,269.89,91549.12,168.768,0.0042374,4.63,5/8/22 2:00,1.65E+12,0.1872,7,2.74,7.517153717,"{""type"":""MultiPoint"",""coordinates"":[]}"
5259,A20220508_0300,44.20721803,-122.1194501,272.24,91546.16,13.334,0.0041552,3.72,5/8/22 3:00,1.65E+12,0.0568,6.45,2.6,6.954315207,"{""type"":""MultiPoint"",""coordinates"":[]}"
5260,A20220508_0400,44.20721803,-122.1194501,272.27,91466.66,0,0.0041115,2.8,5/8/22 4:00,1.65E+12,0.28,5.54,2.73,6.17612338,"{""type"":""MultiPoint"",""coordinates"":[]}"
5261,A20220508_0500,44.20721803,-122.1194501,272.31,91387.06,0,0.0040679,1.89,5/8/22 5:00,1.65E+12,0.062,4.62,2.86,5.433599176,"{""type"":""MultiPoint"",""coordinates"":[]}"
5262,A20220508_0600,44.20721803,-122.1194501,298.93,91308.1,0,0.0040242,0.970039063,5/8/22 6:00,1.65E+12,0.7552,3.71,2.99,4.764892444,"{""type"":""MultiPoint"",""coordinates"":[]}"
5263,A20220508_0700,44.20721803,-122.1194501,298.93,91262.46,0,0.0039426,0.89,5/8/22 7:00,1.65E+12,0.1468,3.68,3.5,5.07862186,"{""type"":""MultiPoint"",""coordinates"":[]}"
5264,A20220508_0800,44.20721803,-122.1194501,298.94,91217.46,0,0.0038608,0.82,5/8/22 8:00,1.65E+12,0.0404,3.66,4.01,5.429152788,"{""type"":""MultiPoint"",""coordinates"":[]}"
5265,A20220508_0900,44.20721803,-122.1194501,265.97,91171.82,0,0.0037791,0.74,5/8/22 9:00,1.65E+12,0.0404,3.63,4.52,5.797180349,"{""type"":""MultiPoint"",""coordinates"":[]}"
5266,A20220508_1000,44.20721803,-122.1194501,265.97,91122.9,0,0.0037867,0.62,5/8/22 10:00,1.65E+12,0.0404,2.54,4.59,5.245922226,"{""type"":""MultiPoint"",""coordinates"":[]}"
5267,A20220508_1100,44.20721803,-122.1194501,265.98,91073.34,0,0.0037946,0.51,5/8/22 11:00,1.65E+12,0.0404,1.45,4.67,4.889928425,"{""type"":""MultiPoint"",""coordinates"":[]}"
5268,A20220508_1200,44.20721803,-122.1194501,274.82,91024.42,0,0.003802,0.39,5/8/22 12:00,1.65E+12,0.0404,0.36,4.74,4.753651228,"{""type"":""MultiPoint"",""coordinates"":[]}"
5269,A20220508_1300,44.20721803,-122.1194501,274.79,90970.08,7.584,0.0038767,1.08,5/8/22 13:00,1.65E+12,0.0232,0.14,4.61,4.612125324,"{""type"":""MultiPoint"",""coordinates"":[]}"
5270,A20220508_1400,44.20721803,-122.1194501,274.76,90915.1,123.936,0.003951,1.78,5/8/22 14:00,1.65E+12,0.0232,-0.08,4.49,4.490712638,"{""type"":""MultiPoint"",""coordinates"":[]}"
5271,A20220508_1500,44.20721803,-122.1194501,289.01,90860.76,128.895,0.0040251,2.47,5/8/22 15:00,1.65E+12,0.0234,-0.3,4.36,4.370308914,"{""type"":""MultiPoint"",""coordinates"":[]}"
5272,A20220508_1600,44.20721803,-122.1194501,288.98,90845.12,212.541,0.004086,3.15,5/8/22 16:00,1.65E+12,0.7624,1.13,4.8,4.931216888,"{""type"":""MultiPoint"",""coordinates"":[]}"
5273,A20220508_1700,44.20721803,-122.1194501,288.95,90830.02,297.946,0.0041466,3.84,5/8/22 17:00,1.65E+12,0.0272,2.57,5.24,5.836308765,"{""type"":""MultiPoint"",""coordinates"":[]}"
5274,A20220508_1800,44.20721803,-122.1194501,286.6,90814.38,731.051,0.0042073,4.53,5/8/22 18:00,1.65E+12,1.7514,4.01,5.69,6.961048772,"{""type"":""MultiPoint"",""coordinates"":[]}"
5275,A20220508_1900,44.20721803,-122.1194501,286.58,90819.48,817.492,0.0041372,5.22,5/8/22 19:00,1.65E+12,0.706,4.81,5.65,7.420148246,"{""type"":""MultiPoint"",""coordinates"":[]}"
5276,A20220508_2000,44.20721803,-122.1194501,286.55,90824.58,838.021,0.0040672,5.91,5/8/22 20:00,1.65E+12,0.1564,5.61,5.62,7.940812301,"{""type"":""MultiPoint"",""coordinates"":[]}"
5277,A20220508_2100,44.20721803,-122.1194501,297.61,90829.68,676.179,0.0039973,6.6,5/8/22 21:00,1.65E+12,0.4398,6.4,5.59,8.497534937,"{""type"":""MultiPoint"",""coordinates"":[]}"
5278,A20220508_2200,44.20721803,-122.1194501,297.62,90860.8,616.53,0.0039492,6.36,5/8/22 22:00,1.65E+12,0.0428,6.68,4.66,8.144814301,"{""type"":""MultiPoint"",""coordinates"":[]}"
5279,A20220508_2300,44.20721803,-122.1194501,297.63,90892.02,505.335,0.0039013,6.12,5/8/22 23:00,1.65E+12,0,6.95,3.74,7.892407744,"{""type"":""MultiPoint"",""coordinates"":[]}"
5280,A20220509_0000,44.20721803,-122.1194501,298.52,90923.24,347.424,0.0038536,5.89,5/9/22 0:00,1.65E+12,0.3622,7.23,2.82,7.760496118,"{""type"":""MultiPoint"",""coordinates"":[]}"
5281,A20220509_0100,44.20721803,-122.1194501,298.56,90973.08,235.456,0.0039223,4.940039063,5/9/22 1:00,1.65E+12,1.3722,6.59,2.51,7.051822459,"{""type"":""MultiPoint"",""coordinates"":[]}"
5282,A20220509_0200,44.20721803,-122.1194501,298.59,91022.82,130.196,0.0039909,4,5/9/22 2:00,1.65E+12,0.1838,5.96,2.2,6.353077994,"{""type"":""MultiPoint"",""coordinates"":[]}"
5283,A20220509_0300,44.20721803,-122.1194501,302.99,91072.56,7.564,0.00406,3.05,5/9/22 3:00,1.65E+12,0.2284,5.32,1.89,5.645750614,"{""type"":""MultiPoint"",""coordinates"":[]}"
5284,A20220509_0400,44.20721803,-122.1194501,303.01,91104.7,0,0.0040406,2.51,5/9/22 4:00,1.65E+12,0.7468,4.69,1.81,5.027146308,"{""type"":""MultiPoint"",""coordinates"":[]}"
5285,A20220509_0500,44.20721803,-122.1194501,303.04,91136.2,0,0.0040213,1.97,5/9/22 5:00,1.65E+12,0.0392,4.07,1.73,4.422420152,"{""type"":""MultiPoint"",""coordinates"":[]}"
5286,A20220509_0600,44.20721803,-122.1194501,291.97,91167.6,0,0.0040021,1.43,5/9/22 6:00,1.65E+12,0.0752,3.44,1.65,3.815245733,"{""type"":""MultiPoint"",""coordinates"":[]}"
5287,A20220509_0700,44.20721803,-122.1194501,291.97,91189.18,0,0.0040223,1.340039063,5/9/22 7:00,1.65E+12,0.2824,3.23,1.82,3.707465442,"{""type"":""MultiPoint"",""coordinates"":[]}"
5288,A20220509_0800,44.20721803,-122.1194501,291.98,91210.76,0,0.0040429,1.24,5/9/22 8:00,1.65E+12,0.5244,3.01,2,3.613876036,"{""type"":""MultiPoint"",""coordinates"":[]}"
5289,A20220509_0900,44.20721803,-122.1194501,298.46,91232.34,0,0.0040629,1.140039063,5/9/22 9:00,1.65E+12,0.334,2.8,2.17,3.54244266,"{""type"":""MultiPoint"",""coordinates"":[]}"
5290,A20220509_1000,44.20721803,-122.1194501,298.47,91213.44,0,0.004062,0.86,5/9/22 10:00,1.65E+12,0.0068,2.64,2.28,3.488266045,"{""type"":""MultiPoint"",""coordinates"":[]}"
5291,A20220509_1100,44.20721803,-122.1194501,298.48,91193.8,0,0.0040612,0.58,5/9/22 11:00,1.65E+12,0,2.49,2.39,3.451405511,"{""type"":""MultiPoint"",""coordinates"":[]}"
5292,A20220509_1200,44.20721803,-122.1194501,254.43,91174.8,0,0.0040601,0.3,5/9/22 12:00,1.65E+12,0,2.34,2.5,3.424266345,"{""type"":""MultiPoint"",""coordinates"":[]}"
5293,A20220509_1300,44.20721803,-122.1194501,254.42,91273.48,8.208,0.0039934,0.74,5/9/22 13:00,1.65E+12,0.0752,2.17,2.36,3.206009981,"{""type"":""MultiPoint"",""coordinates"":[]}"
5294,A20220509_1400,44.20721803,-122.1194501,254.4,91372.7,103.844,0.0039271,1.19,5/9/22 14:00,1.65E+12,0.0752,2,2.22,2.988042838,"{""type"":""MultiPoint"",""coordinates"":[]}"
5295,A20220509_1500,44.20721803,-122.1194501,285.25,91472.02,226.137,0.0038604,1.63,5/9/22 15:00,1.65E+12,0.0752,1.82,2.08,2.763837911,"{""type"":""MultiPoint"",""coordinates"":[]}"
5296,A20220509_1600,44.20721803,-122.1194501,285.2,91487.6,371.703,0.0039516,2.710039063,5/9/22 16:00,1.65E+12,0.0752,2.07,2.17,2.998966489,"{""type"":""MultiPoint"",""coordinates"":[]}"
5297,A20220509_1700,44.20721803,-122.1194501,285.16,91503.18,520.264,0.0040426,3.79,5/9/22 17:00,1.65E+12,0.0754,2.31,2.25,3.224686031,"{""type"":""MultiPoint"",""coordinates"":[]}"
5298,A20220509_1800,44.20721803,-122.1194501,296.37,91518.66,752.805,0.0041338,4.87,5/9/22 18:00,1.65E+12,0.0752,2.56,2.33,3.461574786,"{""type"":""MultiPoint"",""coordinates"":[]}"
5299,A20220509_1900,44.20721803,-122.1194501,296.33,91533.48,841.457,0.0040661,5.83,5/9/22 19:00,1.65E+12,0.0828,2.95,1.79,3.450594152,"{""type"":""MultiPoint"",""coordinates"":[]}"
5300,A20220509_2000,44.20721803,-122.1194501,296.3,91548.84,862.45,0.0039987,6.790039063,5/9/22 20:00,1.65E+12,0.0828,3.34,1.24,3.562751745,"{""type"":""MultiPoint"",""coordinates"":[]}"
5301,A20220509_2100,44.20721803,-122.1194501,281.29,91563.56,894.684,0.0039314,7.74,5/9/22 21:00,1.65E+12,0.0828,3.73,0.7,3.795115282,"{""type"":""MultiPoint"",""coordinates"":[]}"
5302,A20220509_2200,44.20721803,-122.1194501,281.3,91556.46,815.965,0.0038844,7.74,5/9/22 22:00,1.65E+12,0.0828,3.81,-0.08,3.810839802,"{""type"":""MultiPoint"",""coordinates"":[]}"
5303,A20220509_2300,44.20721803,-122.1194501,281.3,91549.36,669.193,0.0038373,7.74,5/9/22 23:00,1.65E+12,0.0828,3.89,-0.86,3.98393022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5304,A20220510_0000,44.20721803,-122.1194501,266.75,91542.9,525.104,0.0037903,7.73,5/10/22 0:00,1.65E+12,0.0828,3.98,-1.63,4.300848753,"{""type"":""MultiPoint"",""coordinates"":[]}"
5305,A20220510_0100,44.20721803,-122.1194501,266.79,91583.36,356.72,0.0039315,6.6,5/10/22 1:00,1.65E+12,0.0668,2.96,-1.76,3.44371892,"{""type"":""MultiPoint"",""coordinates"":[]}"
5306,A20220510_0200,44.20721803,-122.1194501,266.82,91624.46,198.552,0.0040735,5.460039063,5/10/22 2:00,1.65E+12,0.0336,1.94,-1.89,2.708449741,"{""type"":""MultiPoint"",""coordinates"":[]}"
5307,A20220510_0300,44.20721803,-122.1194501,280.18,91665.46,29.758,0.0042155,4.33,5/10/22 3:00,1.65E+12,0.034,0.93,-2.03,2.232890503,"{""type"":""MultiPoint"",""coordinates"":[]}"
5308,A20220510_0400,44.20721803,-122.1194501,280.2,91735.7,0,0.0042563,3.87,5/10/22 4:00,1.65E+12,0.034,1.16,-1.87,2.200568108,"{""type"":""MultiPoint"",""coordinates"":[]}"
5309,A20220510_0500,44.20721803,-122.1194501,280.21,91806.48,0,0.0042971,3.420039062,5/10/22 5:00,1.65E+12,0.1688,1.39,-1.71,2.203678742,"{""type"":""MultiPoint"",""coordinates"":[]}"
5310,A20220510_0600,44.20721803,-122.1194501,295.68,91876.72,0,0.0043383,2.96,5/10/22 6:00,1.65E+12,0.1526,1.62,-1.54,2.235173371,"{""type"":""MultiPoint"",""coordinates"":[]}"
5311,A20220510_0700,44.20721803,-122.1194501,295.69,91898.56,0,0.0042912,2.63,5/10/22 7:00,1.65E+12,0,1.37,-1.66,2.152324325,"{""type"":""MultiPoint"",""coordinates"":[]}"
5312,A20220510_0800,44.20721803,-122.1194501,295.71,91920.4,0,0.0042445,2.3,5/10/22 8:00,1.65E+12,0,1.12,-1.78,2.103045411,"{""type"":""MultiPoint"",""coordinates"":[]}"
5313,A20220510_0900,44.20721803,-122.1194501,256.17,91942.88,0,0.0041975,1.98,5/10/22 9:00,1.65E+12,0,0.86,-1.9,2.085569467,"{""type"":""MultiPoint"",""coordinates"":[]}"
5314,A20220510_1000,44.20721803,-122.1194501,256.2,91948.12,0,0.0040268,1.36,5/10/22 10:00,1.65E+12,0,1.01,-1.97,2.213820228,"{""type"":""MultiPoint"",""coordinates"":[]}"
5315,A20220510_1100,44.20721803,-122.1194501,256.22,91954,0,0.0038558,0.74,5/10/22 11:00,1.65E+12,0,1.16,-2.04,2.346742423,"{""type"":""MultiPoint"",""coordinates"":[]}"
5316,A20220510_1200,44.20721803,-122.1194501,235.43,91960.42,0,0.0036844,0.12,5/10/22 12:00,1.65E+12,0,1.31,-2.11,2.483586117,"{""type"":""MultiPoint"",""coordinates"":[]}"
5317,A20220510_1300,44.20721803,-122.1194501,235.39,92068.66,13.584,0.0039684,1.2,5/10/22 13:00,1.65E+12,0,0.75,-2.04,2.173499482,"{""type"":""MultiPoint"",""coordinates"":[]}"
5318,A20220510_1400,44.20721803,-122.1194501,235.35,92176.7,141.795,0.0042516,2.29,5/10/22 14:00,1.65E+12,0,0.19,-1.97,1.979141228,"{""type"":""MultiPoint"",""coordinates"":[]}"
5319,A20220510_1500,44.20721803,-122.1194501,246.22,92284.84,325.402,0.0045343,3.370039063,5/10/22 15:00,1.65E+12,0,-0.37,-1.89,1.925876424,"{""type"":""MultiPoint"",""coordinates"":[]}"
5320,A20220510_1600,44.20721803,-122.1194501,246.17,92245.28,533.278,0.0045428,4.91,5/10/22 16:00,1.65E+12,0,0.23,-2.02,2.033051893,"{""type"":""MultiPoint"",""coordinates"":[]}"
5321,A20220510_1700,44.20721803,-122.1194501,246.12,92205.08,745.333,0.0045511,6.45,5/10/22 17:00,1.65E+12,0,0.82,-2.14,2.291724242,"{""type"":""MultiPoint"",""coordinates"":[]}"
5322,A20220510_1800,44.20721803,-122.1194501,259.01,92165.42,921.397,0.0045595,7.99,5/10/22 18:00,1.65E+12,0,1.41,-2.27,2.672264957,"{""type"":""MultiPoint"",""coordinates"":[]}"
5323,A20220510_1900,44.20721803,-122.1194501,258.98,92161.6,1029.473,0.004538,8.78,5/10/22 19:00,1.65E+12,0.0424,2.44,-2.36,3.394583921,"{""type"":""MultiPoint"",""coordinates"":[]}"
